91,"[Coffee Eclair, Blueberry Tart, Hot Coffee, Apricot Croissant]","[Apple Pie, Almond Twist, Blackberry Tart]"
93,"[Ganache Cookie, Casino Cake, Lemon Cookie]","[Chocolate Coffee, Chocolate Cake, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
101,[Napoleon Cake],[Strawberry Cake]
103,"[Vanilla Frappuccino, Tuile Cookie, Opera Cake, Pecan Tart, Marzipan Cookie]","[Apricot Danish, Cherry Tart, Walnut Cookie, Chocolate Tart]"
108,"[Cherry Tart, Blueberry Danish]","[Opera Cake, Apricot Danish]"
111,"[Tuile Cookie, Marzipan Cookie]",[]
115,"[Orange Juice, Cheese Croissant]",[]
122,"[Tuile Cookie, Lemon Cake, Almond Croissant, Marzipan Cookie]",[Lemon Tart]
126,"[Raspberry Cookie, Raspberry Lemonade, Chocolate Cake]","[Green Tea, Lemon Cookie, Lemon Lemonade, Chocolate Coffee, Casino Cake]"
128,"[Coffee Eclair, Blackberry Tart, Single Espresso]","[Apple Pie, Almond Twist]"
132,"[Vanilla Meringue, Lemon Cake, Chocolate Croissant, Chocolate Coffee, Lemon Cookie]","[Chocolate Cake, Casino Cake, Lemon Tart, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
133,"[Coffee Eclair, Berry Tart, Apricot Croissant]","[Hot Coffee, Blueberry Tart, Bottled Water, Apple Pie, Blackberry Tart, Almond Twist]"
137,"[Walnut Cookie, Opera Cake, Apple Croissant, Cheese Croissant]","[Cherry Soda, Apple Tart, Apple Danish, Chocolate Tart, Vanilla Frappuccino, Orange Juice, Apricot Danish, Cherry Tart]"
140,[Cheese Croissant],[Orange Juice]
146,[Lemon Cake],[Lemon Tart]
148,"[Tuile Cookie, Strawberry Cake, Napoleon Cake, Chocolate Coffee, Cheese Croissant, Marzipan Cookie]","[Chocolate Cake, Casino Cake, Orange Juice]"
152,"[Tuile Cookie, Lemon Cookie, Marzipan Cookie]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
155,"[Truffle Cake, Apricot Croissant, Chocolate Cake]","[Gongolais Cookie, Chocolate Coffee, Casino Cake, Hot Coffee, Blueberry Tart]"
157,"[Almond Twist, Vanilla Meringue, Apricot Tart]","[Apple Pie, Hot Coffee, Coffee Eclair]"
159,"[Blackberry Tart, Raspberry Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Single Espresso, Coffee Eclair]"
168,"[Opera Cake, Apricot Danish, Pecan Tart]",[Cherry Tart]
177,"[Vanilla Frappuccino, Walnut Cookie, Ganache Cookie, Chocolate Tart, Marzipan Cookie]",[Tuile Cookie]
182,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
183,"[Blueberry Tart, Hot Coffee, Apricot Croissant]","[Apple Pie, Coffee Eclair, Almond Twist]"
185,"[Orange Juice, Cheese Croissant]",[]
190,"[Almond Tart, Tuile Cookie, Chocolate Croissant, Vanilla Eclair, Cheese Croissant, Marzipan Cookie]",[Orange Juice]
192,"[Coffee Eclair, Cherry Tart, Opera Cake, Apricot Danish]","[Apple Pie, Blackberry Tart, Almond Twist]"
193,"[Vanilla Meringue, Almond Bear Claw, Apricot Danish, Chocolate Eclair]","[Opera Cake, Cherry Tart]"
205,"[Strawberry Cake, Napoleon Cake]",[]
206,"[Apricot Danish, Lemon Tart]","[Lemon Cake, Opera Cake, Cherry Tart]"
209,"[Vanilla Meringue, Tuile Cookie, Apple Pie]","[Marzipan Cookie, Almond Twist, Hot Coffee, Coffee Eclair]"
210,"[Orange Juice, Truffle Cake, Cheese Croissant]",[Gongolais Cookie]
211,"[Orange Juice, Cheese Croissant, Apple Pie]","[Almond Twist, Hot Coffee, Coffee Eclair]"
212,"[Orange Juice, Tuile Cookie]","[Marzipan Cookie, Cheese Croissant]"
218,"[Tuile Cookie, Walnut Cookie, Marzipan Cookie]","[Chocolate Tart, Vanilla Frappuccino]"
222,"[Opera Cake, Blueberry Danish, Chocolate Coffee, Apple Danish]","[Chocolate Cake, Casino Cake, Apple Tart, Cherry Soda, Apple Croissant, Apricot Danish, Cherry Tart]"
223,"[Truffle Cake, Gongolais Cookie]",[]
224,"[Blueberry Tart, Apricot Croissant]",[Hot Coffee]
225,"[Apple Croissant, Casino Cake, Cherry Soda, Lemon Tart, Apple Danish, Apple Tart]","[Lemon Cake, Chocolate Coffee, Chocolate Cake]"
230,"[Casino Cake, Chocolate Coffee, Lemon Tart, Chocolate Cake]",[Lemon Cake]
232,"[Coffee Eclair, Berry Tart, Vanilla Eclair, Raspberry Lemonade]","[Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Bottled Water, Apple Pie, Blackberry Tart, Almond Twist]"
233,"[Lemon Cake, Chocolate Tart, Apricot Croissant, Apple Tart]","[Lemon Tart, Apple Danish, Cherry Soda, Apple Croissant, Hot Coffee, Blueberry Tart, Walnut Cookie, Vanilla Frappuccino]"
236,"[Strawberry Cake, Chocolate Eclair]",[Napoleon Cake]
243,"[Orange Juice, Lemon Lemonade, Cherry Soda]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Apple Croissant, Apple Tart, Apple Danish, Cheese Croissant]"
246,"[Truffle Cake, Gongolais Cookie, Apple Croissant]","[Cherry Soda, Apple Tart, Apple Danish]"
251,"[Opera Cake, Almond Bear Claw, Casino Cake, Chocolate Meringue]","[Chocolate Coffee, Chocolate Cake, Apricot Danish, Cherry Tart]"
253,"[Raspberry Cookie, Green Tea, Lemon Lemonade, Raspberry Lemonade, Lemon Cookie]",[]
255,"[Coffee Eclair, Tuile Cookie, Strawberry Cake, Napoleon Cake, Single Espresso, Vanilla Eclair, Apricot Croissant, Chocolate Coffee]","[Chocolate Cake, Casino Cake, Blackberry Tart, Hot Coffee, Blueberry Tart, Marzipan Cookie, Apple Pie, Almond Twist]"
259,"[Almond Tart, Ganache Cookie, Lemon Cake, Apricot Tart, Cheese Croissant]","[Lemon Tart, Orange Juice]"
271,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
274,"[Vanilla Meringue, Blackberry Tart, Chocolate Coffee, Chocolate Cake]","[Casino Cake, Single Espresso, Coffee Eclair]"
280,"[Tuile Cookie, Apple Croissant, Lemon Cookie]","[Cherry Soda, Apple Tart, Apple Danish, Marzipan Cookie, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
285,"[Orange Juice, Cheese Croissant]",[]
291,"[Apple Croissant, Cherry Soda, Apple Danish, Apple Tart]",[]
296,"[Ganache Cookie, Almond Bear Claw, Lemon Tart, Apple Tart]","[Lemon Cake, Apple Danish, Cherry Soda, Apple Croissant]"
297,"[Gongolais Cookie, Cheese Croissant]","[Truffle Cake, Orange Juice]"
300,"[Single Espresso, Chocolate Tart, Apricot Croissant]","[Hot Coffee, Blueberry Tart, Walnut Cookie, Vanilla Frappuccino, Blackberry Tart, Coffee Eclair]"
305,"[Blueberry Tart, Vanilla Meringue, Vanilla Frappuccino, Truffle Cake, Gongolais Cookie, Lemon Tart]","[Lemon Cake, Hot Coffee, Apricot Croissant, Walnut Cookie, Chocolate Tart]"
319,"[Bottled Water, Berry Tart, Napoleon Cake]",[Strawberry Cake]
321,"[Cherry Tart, Apricot Danish]",[Opera Cake]
322,"[Apple Croissant, Cherry Soda, Apple Danish, Apple Tart]",[]
325,"[Walnut Cookie, Truffle Cake, Strawberry Cake, Napoleon Cake]","[Gongolais Cookie, Chocolate Tart, Vanilla Frappuccino]"
329,"[Chocolate Croissant, Lemon Tart]",[Lemon Cake]
330,"[Lemon Cake, Apricot Croissant, Lemon Tart]","[Hot Coffee, Blueberry Tart]"
332,"[Bottled Water, Berry Tart, Cherry Soda]","[Apple Croissant, Apple Tart, Apple Danish]"
333,"[Vanilla Frappuccino, Strawberry Cake, Chocolate Croissant]","[Napoleon Cake, Walnut Cookie, Chocolate Tart]"
336,"[Vanilla Meringue, Walnut Cookie, Lemon Lemonade, Chocolate Meringue]","[Chocolate Tart, Vanilla Frappuccino, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie]"
346,"[Ganache Cookie, Blackberry Tart, Apricot Croissant]","[Single Espresso, Coffee Eclair, Hot Coffee, Blueberry Tart]"
348,"[Almond Bear Claw, Berry Tart]",[Bottled Water]
350,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
353,"[Apple Croissant, Casino Cake]","[Cherry Soda, Apple Tart, Apple Danish, Chocolate Coffee, Chocolate Cake]"
355,[Orange Juice],[Cheese Croissant]
360,"[Opera Cake, Cheese Croissant, Marzipan Cookie]","[Orange Juice, Tuile Cookie, Apricot Danish, Cherry Tart]"
362,"[Almond Twist, Orange Juice, Strawberry Cake, Vanilla Eclair]","[Apple Pie, Hot Coffee, Coffee Eclair, Napoleon Cake, Cheese Croissant]"
363,"[Tuile Cookie, Chocolate Tart, Chocolate Coffee, Marzipan Cookie, Apple Tart]","[Chocolate Cake, Casino Cake, Apple Danish, Cherry Soda, Apple Croissant, Walnut Cookie, Vanilla Frappuccino]"
367,"[Cherry Tart, Vanilla Meringue, Vanilla Frappuccino, Walnut Cookie, Pecan Tart, Chocolate Tart]","[Opera Cake, Apricot Danish]"
368,[Opera Cake],"[Apricot Danish, Cherry Tart]"
372,"[Coffee Eclair, Almond Twist, Apple Pie]","[Hot Coffee, Blackberry Tart]"
375,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
384,"[Cherry Tart, Lemon Cake, Blueberry Danish, Lemon Lemonade, Marzipan Cookie]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Opera Cake, Apricot Danish, Lemon Tart, Tuile Cookie]"
385,"[Orange Juice, Blueberry Tart, Cheese Croissant]","[Hot Coffee, Apricot Croissant]"
386,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
388,"[Walnut Cookie, Truffle Cake, Gongolais Cookie]","[Chocolate Tart, Vanilla Frappuccino]"
392,"[Walnut Cookie, Almond Bear Claw, Chocolate Tart, Lemon Tart, Chocolate Meringue]","[Lemon Cake, Vanilla Frappuccino]"
406,"[Strawberry Cake, Apricot Tart, Chocolate Cake]","[Chocolate Coffee, Casino Cake, Napoleon Cake]"
409,"[Vanilla Frappuccino, Chocolate Tart]",[Walnut Cookie]
412,"[Lemon Cake, Strawberry Cake, Berry Tart, Blackberry Tart]","[Lemon Tart, Single Espresso, Coffee Eclair, Napoleon Cake, Bottled Water]"
416,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
417,"[Blueberry Tart, Strawberry Cake, Raspberry Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Napoleon Cake, Hot Coffee, Apricot Croissant]"
435,"[Single Espresso, Lemon Lemonade]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Blackberry Tart, Coffee Eclair]"
436,"[Coffee Eclair, Lemon Cake, Lemon Tart]","[Apple Pie, Blackberry Tart, Almond Twist]"
440,"[Cherry Tart, Chocolate Coffee, Chocolate Meringue]","[Chocolate Cake, Casino Cake, Opera Cake, Apricot Danish]"
442,"[Chocolate Croissant, Almond Croissant, Raspberry Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade]"
444,"[Raspberry Cookie, Green Tea, Lemon Lemonade, Raspberry Lemonade, Lemon Cookie]",[]
451,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
458,"[Truffle Cake, Gongolais Cookie, Almond Bear Claw, Pecan Tart, Blackberry Tart, Raspberry Cookie, Apple Pie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Single Espresso, Coffee Eclair, Almond Twist, Hot Coffee]"
460,"[Ganache Cookie, Hot Coffee, Blackberry Tart, Chocolate Eclair, Chocolate Meringue]","[Single Espresso, Coffee Eclair, Apple Pie, Apricot Croissant, Almond Twist, Blueberry Tart]"
463,"[Berry Tart, Chocolate Tart]","[Walnut Cookie, Vanilla Frappuccino, Bottled Water]"
471,"[Almond Twist, Chocolate Croissant, Pecan Tart, Napoleon Cake]","[Strawberry Cake, Apple Pie, Hot Coffee, Coffee Eclair]"
472,"[Vanilla Meringue, Truffle Cake, Almond Bear Claw, Lemon Tart, Lemon Cookie]","[Lemon Cake, Gongolais Cookie, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
473,"[Berry Tart, Cherry Soda, Cheese Croissant]","[Orange Juice, Apple Croissant, Apple Tart, Apple Danish, Bottled Water]"
474,"[Vanilla Meringue, Walnut Cookie, Apple Croissant, Green Tea]","[Cherry Soda, Apple Tart, Apple Danish, Chocolate Tart, Vanilla Frappuccino, Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade]"
476,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
481,"[Orange Juice, Walnut Cookie, Apricot Danish, Casino Cake]","[Chocolate Tart, Vanilla Frappuccino, Cheese Croissant, Chocolate Coffee, Chocolate Cake, Opera Cake, Cherry Tart]"
493,[Lemon Cookie],"[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
496,"[Vanilla Meringue, Vanilla Frappuccino, Blackberry Tart, Chocolate Eclair]","[Single Espresso, Coffee Eclair, Walnut Cookie, Chocolate Tart]"
497,"[Bottled Water, Berry Tart]",[]
501,"[Strawberry Cake, Chocolate Tart, Apple Tart]","[Apple Danish, Cherry Soda, Apple Croissant, Napoleon Cake, Walnut Cookie, Vanilla Frappuccino]"
512,"[Orange Juice, Cheese Croissant]",[]
513,"[Tuile Cookie, Truffle Cake, Opera Cake, Pecan Tart, Apricot Croissant]","[Gongolais Cookie, Hot Coffee, Blueberry Tart, Marzipan Cookie, Apricot Danish, Cherry Tart]"
516,"[Orange Juice, Walnut Cookie, Chocolate Coffee]","[Chocolate Cake, Casino Cake, Chocolate Tart, Vanilla Frappuccino, Cheese Croissant]"
519,"[Coffee Eclair, Vanilla Frappuccino, Lemon Lemonade]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Walnut Cookie, Chocolate Tart, Apple Pie, Blackberry Tart, Almond Twist]"
530,[Napoleon Cake],[Strawberry Cake]
539,"[Orange Juice, Blueberry Tart, Ganache Cookie, Opera Cake, Single Espresso]","[Cheese Croissant, Apricot Danish, Cherry Tart, Hot Coffee, Apricot Croissant, Blackberry Tart, Coffee Eclair]"
540,"[Strawberry Cake, Napoleon Cake]",[]
548,"[Strawberry Cake, Apple Croissant, Napoleon Cake, Vanilla Eclair, Lemon Lemonade, Chocolate Coffee]","[Chocolate Cake, Casino Cake, Cherry Soda, Apple Tart, Apple Danish, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie]"
556,"[Vanilla Meringue, Vanilla Frappuccino, Walnut Cookie, Strawberry Cake, Chocolate Tart]",[Napoleon Cake]
572,"[Apple Croissant, Cherry Soda, Apple Danish, Apple Tart]",[]
577,"[Lemon Cake, Lemon Tart]",[]
578,"[Coffee Eclair, Vanilla Frappuccino, Ganache Cookie, Almond Croissant, Vanilla Eclair, Apple Pie, Chocolate Cake]","[Chocolate Coffee, Casino Cake, Almond Twist, Hot Coffee, Walnut Cookie, Chocolate Tart, Blackberry Tart]"
580,"[Tuile Cookie, Marzipan Cookie]",[]
581,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
587,"[Chocolate Coffee, Apple Pie]","[Chocolate Cake, Casino Cake, Almond Twist, Hot Coffee, Coffee Eclair]"
588,"[Truffle Cake, Gongolais Cookie, Napoleon Cake, Lemon Cookie, Chocolate Cake]","[Chocolate Coffee, Casino Cake, Strawberry Cake, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
593,"[Strawberry Cake, Napoleon Cake]",[]
596,[Lemon Cake],[Lemon Tart]
597,[Tuile Cookie],[Marzipan Cookie]
599,"[Lemon Cake, Green Tea, Cherry Soda, Lemon Cookie]","[Lemon Tart, Raspberry Lemonade, Lemon Lemonade, Raspberry Cookie, Apple Croissant, Apple Tart, Apple Danish]"
601,"[Orange Juice, Lemon Cake, Lemon Tart, Apple Pie, Marzipan Cookie]","[Tuile Cookie, Cheese Croissant, Almond Twist, Hot Coffee, Coffee Eclair]"
602,"[Orange Juice, Vanilla Meringue, Truffle Cake, Chocolate Coffee]","[Chocolate Cake, Casino Cake, Gongolais Cookie, Cheese Croissant]"
603,"[Almond Twist, Vanilla Meringue, Vanilla Frappuccino, Vanilla Eclair]","[Apple Pie, Hot Coffee, Coffee Eclair, Walnut Cookie, Chocolate Tart]"
604,"[Cherry Tart, Raspberry Cookie, Marzipan Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Opera Cake, Apricot Danish, Tuile Cookie]"
606,"[Coffee Eclair, Almond Twist, Opera Cake, Almond Croissant, Apple Croissant, Green Tea, Apricot Croissant]","[Cherry Soda, Apple Tart, Apple Danish, Hot Coffee, Blueberry Tart, Apple Pie, Apricot Danish, Cherry Tart, Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade, Blackberry Tart]"
613,"[Chocolate Croissant, Casino Cake, Chocolate Eclair, Apple Tart]","[Apple Danish, Cherry Soda, Apple Croissant, Chocolate Coffee, Chocolate Cake]"
618,"[Cherry Tart, Opera Cake, Apricot Danish, Chocolate Tart, Lemon Cookie]","[Walnut Cookie, Vanilla Frappuccino, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
623,"[Almond Tart, Lemon Cake, Berry Tart, Lemon Tart]",[Bottled Water]
625,"[Almond Twist, Vanilla Frappuccino, Walnut Cookie, Chocolate Tart, Lemon Tart]","[Lemon Cake, Apple Pie, Hot Coffee, Coffee Eclair]"
626,"[Coffee Eclair, Almond Bear Claw, Apricot Danish, Hot Coffee, Blackberry Tart]","[Single Espresso, Apple Pie, Almond Twist, Apricot Croissant, Blueberry Tart, Opera Cake, Cherry Tart]"
631,"[Cherry Tart, Truffle Cake, Opera Cake, Apple Croissant, Blackberry Tart, Chocolate Coffee]","[Chocolate Cake, Casino Cake, Gongolais Cookie, Cherry Soda, Apple Tart, Apple Danish, Apricot Danish, Single Espresso, Coffee Eclair]"
633,"[Almond Twist, Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]","[Apple Pie, Hot Coffee, Coffee Eclair]"
636,"[Lemon Cake, Napoleon Cake, Lemon Tart, Marzipan Cookie]","[Strawberry Cake, Tuile Cookie]"
642,[Apricot Tart],[]
654,"[Truffle Cake, Almond Croissant, Apple Tart]","[Gongolais Cookie, Apple Danish, Cherry Soda, Apple Croissant]"
660,"[Strawberry Cake, Napoleon Cake, Casino Cake]","[Chocolate Coffee, Chocolate Cake]"
663,"[Blueberry Tart, Bottled Water, Berry Tart]","[Hot Coffee, Apricot Croissant]"
665,[Orange Juice],[Cheese Croissant]
667,"[Cherry Tart, Truffle Cake, Opera Cake]","[Gongolais Cookie, Apricot Danish]"
671,"[Coffee Eclair, Blackberry Tart, Single Espresso]","[Apple Pie, Almond Twist]"
673,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
674,"[Vanilla Meringue, Vanilla Frappuccino, Raspberry Lemonade]","[Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Walnut Cookie, Chocolate Tart]"
683,"[Almond Twist, Blackberry Tart]","[Single Espresso, Coffee Eclair, Apple Pie, Hot Coffee]"
685,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
686,"[Bottled Water, Berry Tart, Chocolate Meringue]",[]
688,"[Apple Croissant, Cherry Soda, Chocolate Cake, Apple Danish, Apple Tart]","[Chocolate Coffee, Casino Cake]"
689,"[Coffee Eclair, Lemon Cake, Apple Pie]","[Lemon Tart, Almond Twist, Hot Coffee, Blackberry Tart]"
694,"[Vanilla Meringue, Berry Tart, Cheese Croissant, Apple Tart]","[Apple Danish, Cherry Soda, Apple Croissant, Orange Juice, Bottled Water]"
696,"[Almond Croissant, Single Espresso, Apple Tart]","[Apple Danish, Cherry Soda, Apple Croissant, Blackberry Tart, Coffee Eclair]"
699,"[Single Espresso, Apricot Croissant, Lemon Cookie, Chocolate Cake]","[Chocolate Coffee, Casino Cake, Hot Coffee, Blueberry Tart, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade, Blackberry Tart, Coffee Eclair]"
704,"[Lemon Cake, Blackberry Tart, Raspberry Cookie, Green Tea, Raspberry Lemonade]","[Lemon Cookie, Lemon Lemonade, Lemon Tart, Single Espresso, Coffee Eclair]"
707,"[Lemon Cake, Raspberry Lemonade, Lemon Tart, Apple Pie]","[Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Almond Twist, Hot Coffee, Coffee Eclair]"
711,"[Blackberry Tart, Vanilla Eclair, Raspberry Cookie, Apple Pie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Single Espresso, Coffee Eclair, Almond Twist, Hot Coffee]"
715,"[Casino Cake, Chocolate Coffee, Chocolate Cake]",[]
723,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
725,"[Single Espresso, Chocolate Eclair]","[Blackberry Tart, Coffee Eclair]"
727,"[Cherry Tart, Tuile Cookie, Blackberry Tart, Green Tea, Vanilla Eclair, Apple Pie]","[Opera Cake, Apricot Danish, Single Espresso, Coffee Eclair, Marzipan Cookie, Almond Twist, Hot Coffee, Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade]"
731,"[Cherry Tart, Opera Cake, Strawberry Cake, Almond Croissant, Apricot Danish, Single Espresso, Blueberry Danish, Lemon Tart]","[Lemon Cake, Napoleon Cake, Blackberry Tart, Coffee Eclair]"
734,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
737,"[Blueberry Tart, Opera Cake, Strawberry Cake, Napoleon Cake, Blueberry Danish]","[Apricot Danish, Cherry Tart, Hot Coffee, Apricot Croissant]"
738,"[Cherry Tart, Orange Juice, Apricot Croissant, Cheese Croissant]","[Opera Cake, Apricot Danish, Hot Coffee, Blueberry Tart]"
743,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
744,"[Coffee Eclair, Opera Cake, Almond Bear Claw, Blackberry Tart, Single Espresso]","[Apricot Danish, Cherry Tart, Apple Pie, Almond Twist]"
747,"[Blueberry Tart, Pecan Tart, Chocolate Eclair, Casino Cake, Raspberry Lemonade]","[Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Chocolate Coffee, Chocolate Cake, Hot Coffee, Apricot Croissant]"
748,"[Coffee Eclair, Blackberry Tart, Single Espresso]","[Apple Pie, Almond Twist]"
756,"[Blueberry Tart, Bottled Water, Ganache Cookie, Tuile Cookie, Hot Coffee, Single Espresso, Apricot Croissant]","[Berry Tart, Marzipan Cookie, Apple Pie, Coffee Eclair, Almond Twist, Blackberry Tart]"
758,"[Blueberry Tart, Bottled Water, Hot Coffee, Chocolate Eclair, Apricot Croissant]","[Berry Tart, Apple Pie, Coffee Eclair, Almond Twist]"
760,"[Orange Juice, Cheese Croissant]",[]
762,"[Lemon Cake, Blueberry Danish, Apple Tart]","[Lemon Tart, Apple Danish, Cherry Soda, Apple Croissant]"
768,"[Orange Juice, Hot Coffee, Lemon Cookie, Chocolate Cake]","[Chocolate Coffee, Casino Cake, Cheese Croissant, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade, Apple Pie, Apricot Croissant, Coffee Eclair, Almond Twist, Blueberry Tart]"
770,"[Tuile Cookie, Lemon Cake, Chocolate Croissant, Single Espresso]","[Lemon Tart, Marzipan Cookie, Blackberry Tart, Coffee Eclair]"
772,"[Truffle Cake, Apple Croissant, Cherry Soda, Apple Danish, Apple Tart]",[Gongolais Cookie]
774,"[Orange Juice, Truffle Cake, Apple Croissant, Napoleon Cake, Apple Tart]","[Gongolais Cookie, Cherry Soda, Apple Danish, Strawberry Cake, Cheese Croissant]"
777,"[Tuile Cookie, Apple Croissant, Marzipan Cookie]","[Cherry Soda, Apple Tart, Apple Danish]"
784,"[Truffle Cake, Blackberry Tart, Lemon Cookie, Apple Tart]","[Gongolais Cookie, Single Espresso, Coffee Eclair, Apple Danish, Cherry Soda, Apple Croissant, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
787,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
792,"[Almond Bear Claw, Chocolate Croissant, Lemon Cookie]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
