88,"[Vanilla Frappuccino, Truffle Cake, Gongolais Cookie, Cherry Soda]","[Apple Croissant, Apple Tart, Apple Danish, Walnut Cookie, Chocolate Tart]"
92,"[Cherry Tart, Bottled Water, Opera Cake, Apricot Danish]",[Berry Tart]
94,"[Blueberry Tart, Almond Croissant, Napoleon Cake, Raspberry Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Strawberry Cake, Hot Coffee, Apricot Croissant]"
96,"[Tuile Cookie, Lemon Cookie, Marzipan Cookie]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
107,"[Apricot Danish, Apple Croissant, Vanilla Eclair, Apple Danish, Apple Tart]","[Cherry Soda, Opera Cake, Cherry Tart]"
112,"[Orange Juice, Almond Tart, Walnut Cookie, Ganache Cookie, Casino Cake]","[Chocolate Tart, Vanilla Frappuccino, Cheese Croissant, Chocolate Coffee, Chocolate Cake]"
117,"[Cherry Tart, Vanilla Meringue, Almond Tart, Pecan Tart, Cherry Soda, Raspberry Lemonade]","[Opera Cake, Apricot Danish, Apple Croissant, Apple Tart, Apple Danish, Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade]"
120,"[Casino Cake, Chocolate Coffee, Chocolate Cake]",[]
127,"[Vanilla Meringue, Apple Croissant, Blackberry Tart, Casino Cake, Blueberry Danish]","[Cherry Soda, Apple Tart, Apple Danish, Single Espresso, Coffee Eclair, Chocolate Coffee, Chocolate Cake]"
139,"[Cherry Tart, Almond Tart, Casino Cake]","[Opera Cake, Apricot Danish, Chocolate Coffee, Chocolate Cake]"
142,"[Coffee Eclair, Vanilla Frappuccino, Blackberry Tart, Single Espresso]","[Walnut Cookie, Chocolate Tart, Apple Pie, Almond Twist]"
154,"[Coffee Eclair, Blackberry Tart]","[Single Espresso, Apple Pie, Almond Twist]"
163,"[Orange Juice, Vanilla Meringue, Gongolais Cookie]","[Truffle Cake, Cheese Croissant]"
164,"[Coffee Eclair, Cherry Tart, Hot Coffee, Pecan Tart, Blackberry Tart, Blueberry Danish, Chocolate Coffee, Apple Pie]","[Almond Twist, Single Espresso, Chocolate Cake, Casino Cake, Opera Cake, Apricot Danish, Apricot Croissant, Blueberry Tart]"
165,"[Blueberry Tart, Hot Coffee, Apricot Croissant]","[Apple Pie, Coffee Eclair, Almond Twist]"
169,"[Orange Juice, Cheese Croissant]",[]
175,"[Vanilla Frappuccino, Blackberry Tart, Raspberry Lemonade]","[Single Espresso, Coffee Eclair, Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Walnut Cookie, Chocolate Tart]"
178,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
179,"[Strawberry Cake, Pecan Tart, Single Espresso, Apricot Croissant]","[Hot Coffee, Blueberry Tart, Napoleon Cake, Blackberry Tart, Coffee Eclair]"
189,"[Strawberry Cake, Napoleon Cake, Chocolate Tart]","[Walnut Cookie, Vanilla Frappuccino]"
191,"[Vanilla Frappuccino, Chocolate Tart]",[Walnut Cookie]
196,"[Orange Juice, Cheese Croissant, Lemon Tart]",[Lemon Cake]
197,"[Vanilla Meringue, Almond Tart, Chocolate Croissant, Berry Tart, Lemon Cookie]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade, Bottled Water]"
202,"[Orange Juice, Vanilla Frappuccino, Blackberry Tart, Cheese Croissant, Lemon Tart]","[Lemon Cake, Single Espresso, Coffee Eclair, Walnut Cookie, Chocolate Tart]"
207,"[Pecan Tart, Apple Croissant, Blackberry Tart, Lemon Cookie]","[Cherry Soda, Apple Tart, Apple Danish, Single Espresso, Coffee Eclair, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
217,"[Strawberry Cake, Chocolate Croissant, Pecan Tart, Napoleon Cake, Apricot Tart]",[]
227,"[Bottled Water, Blackberry Tart]","[Berry Tart, Single Espresso, Coffee Eclair]"
229,"[Bottled Water, Lemon Cake, Berry Tart, Apple Croissant, Single Espresso]","[Cherry Soda, Apple Tart, Apple Danish, Lemon Tart, Blackberry Tart, Coffee Eclair]"
231,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
235,"[Blueberry Tart, Lemon Cake, Blueberry Danish, Apricot Tart, Lemon Tart, Apple Tart]","[Apple Danish, Cherry Soda, Apple Croissant, Hot Coffee, Apricot Croissant]"
250,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
257,"[Raspberry Cookie, Lemon Cookie]","[Green Tea, Raspberry Lemonade, Lemon Lemonade]"
258,"[Vanilla Meringue, Almond Bear Claw, Hot Coffee]","[Apple Pie, Apricot Croissant, Coffee Eclair, Almond Twist, Blueberry Tart]"
262,"[Orange Juice, Cheese Croissant]",[]
263,"[Almond Twist, Lemon Cookie]","[Apple Pie, Hot Coffee, Coffee Eclair, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
266,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
268,"[Lemon Cake, Apple Croissant]","[Cherry Soda, Apple Tart, Apple Danish, Lemon Tart]"
269,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
279,"[Coffee Eclair, Blackberry Tart, Single Espresso]","[Apple Pie, Almond Twist]"
283,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
286,"[Bottled Water, Berry Tart, Casino Cake]","[Chocolate Coffee, Chocolate Cake]"
290,"[Almond Bear Claw, Berry Tart, Vanilla Eclair, Green Tea, Apple Danish]","[Apple Tart, Cherry Soda, Apple Croissant, Bottled Water, Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade]"
292,"[Apple Croissant, Cherry Soda, Apple Danish, Apple Tart]",[]
295,"[Vanilla Meringue, Hot Coffee, Chocolate Cake]","[Chocolate Coffee, Casino Cake, Apple Pie, Apricot Croissant, Coffee Eclair, Almond Twist, Blueberry Tart]"
299,"[Apple Croissant, Cherry Soda, Apple Danish, Apple Tart]",[]
306,"[Truffle Cake, Strawberry Cake, Apple Croissant, Single Espresso, Vanilla Eclair, Raspberry Lemonade]","[Gongolais Cookie, Cherry Soda, Apple Tart, Apple Danish, Napoleon Cake, Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Blackberry Tart, Coffee Eclair]"
307,"[Coffee Eclair, Blackberry Tart, Single Espresso, Raspberry Cookie, Marzipan Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Tuile Cookie, Apple Pie, Almond Twist]"
308,"[Almond Tart, Berry Tart, Lemon Lemonade]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Bottled Water]"
309,"[Coffee Eclair, Blackberry Tart]","[Single Espresso, Apple Pie, Almond Twist]"
310,"[Gongolais Cookie, Chocolate Croissant, Apple Croissant, Chocolate Coffee]","[Truffle Cake, Chocolate Cake, Casino Cake, Cherry Soda, Apple Tart, Apple Danish]"
316,"[Vanilla Frappuccino, Chocolate Tart]",[Walnut Cookie]
318,"[Tuile Cookie, Marzipan Cookie]",[]
324,"[Tuile Cookie, Marzipan Cookie]",[]
326,"[Casino Cake, Chocolate Coffee, Chocolate Cake]",[]
327,"[Almond Twist, Vanilla Frappuccino, Walnut Cookie, Blackberry Tart, Chocolate Tart]","[Single Espresso, Coffee Eclair, Apple Pie, Hot Coffee]"
328,"[Cherry Tart, Vanilla Eclair, Lemon Lemonade, Marzipan Cookie]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Opera Cake, Apricot Danish, Tuile Cookie]"
339,[Gongolais Cookie],[Truffle Cake]
340,"[Coffee Eclair, Almond Twist, Apple Croissant]","[Cherry Soda, Apple Tart, Apple Danish, Apple Pie, Hot Coffee, Blackberry Tart]"
347,"[Gongolais Cookie, Lemon Tart, Apple Tart]","[Lemon Cake, Truffle Cake, Apple Danish, Cherry Soda, Apple Croissant]"
358,"[Vanilla Meringue, Lemon Cake, Blackberry Tart, Lemon Lemonade, Apple Tart]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Lemon Tart, Single Espresso, Coffee Eclair, Apple Danish, Cherry Soda, Apple Croissant]"
359,"[Strawberry Cake, Berry Tart, Napoleon Cake]",[Bottled Water]
366,"[Almond Twist, Cherry Tart, Bottled Water, Berry Tart, Vanilla Eclair]","[Opera Cake, Apricot Danish, Apple Pie, Hot Coffee, Coffee Eclair]"
374,"[Apricot Danish, Hot Coffee, Blackberry Tart]","[Single Espresso, Coffee Eclair, Apple Pie, Apricot Croissant, Almond Twist, Blueberry Tart, Opera Cake, Cherry Tart]"
377,"[Raspberry Cookie, Green Tea, Lemon Lemonade, Raspberry Lemonade, Lemon Cookie]",[]
381,"[Orange Juice, Apricot Croissant]","[Hot Coffee, Blueberry Tart, Cheese Croissant]"
383,"[Cherry Tart, Orange Juice, Blueberry Tart, Apple Croissant, Napoleon Cake, Apple Danish]","[Cherry Soda, Apple Tart, Opera Cake, Apricot Danish, Strawberry Cake, Cheese Croissant, Hot Coffee, Apricot Croissant]"
387,[Apple Croissant],"[Cherry Soda, Apple Tart, Apple Danish]"
397,[Gongolais Cookie],[Truffle Cake]
398,"[Bottled Water, Berry Tart]",[]
402,"[Cherry Tart, Apricot Danish, Green Tea]","[Opera Cake, Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade]"
415,[Apricot Croissant],"[Hot Coffee, Blueberry Tart]"
419,"[Tuile Cookie, Walnut Cookie, Truffle Cake, Apricot Danish]","[Gongolais Cookie, Chocolate Tart, Vanilla Frappuccino, Marzipan Cookie, Opera Cake, Cherry Tart]"
423,"[Lemon Cake, Chocolate Meringue]",[Lemon Tart]
425,"[Blueberry Tart, Chocolate Croissant, Hot Coffee, Napoleon Cake, Apricot Croissant]","[Strawberry Cake, Apple Pie, Coffee Eclair, Almond Twist]"
429,"[Vanilla Meringue, Walnut Cookie, Apple Croissant]","[Cherry Soda, Apple Tart, Apple Danish, Chocolate Tart, Vanilla Frappuccino]"
430,"[Bottled Water, Berry Tart]",[]
431,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
432,"[Lemon Cake, Raspberry Lemonade, Marzipan Cookie]","[Lemon Tart, Tuile Cookie, Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade]"
437,"[Strawberry Cake, Apple Croissant, Raspberry Cookie, Apricot Croissant]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Cherry Soda, Apple Tart, Apple Danish, Hot Coffee, Blueberry Tart, Napoleon Cake]"
441,"[Strawberry Cake, Apple Croissant, Vanilla Eclair]","[Cherry Soda, Apple Tart, Apple Danish, Napoleon Cake]"
447,"[Cherry Tart, Opera Cake, Apricot Danish, Berry Tart, Apricot Croissant]","[Hot Coffee, Blueberry Tart, Bottled Water]"
452,"[Almond Croissant, Napoleon Cake, Single Espresso, Apricot Croissant]","[Strawberry Cake, Hot Coffee, Blueberry Tart, Blackberry Tart, Coffee Eclair]"
455,"[Blueberry Tart, Hot Coffee, Apricot Croissant]","[Apple Pie, Coffee Eclair, Almond Twist]"
456,"[Blueberry Tart, Berry Tart, Vanilla Eclair, Apricot Croissant, Cheese Croissant]","[Orange Juice, Hot Coffee, Bottled Water]"
461,[Chocolate Eclair],[]
462,"[Truffle Cake, Raspberry Cookie, Casino Cake]","[Gongolais Cookie, Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Chocolate Coffee, Chocolate Cake]"
470,"[Casino Cake, Chocolate Coffee, Chocolate Cake]",[]
479,"[Vanilla Meringue, Apple Croissant, Blueberry Danish, Apricot Croissant, Cheese Croissant, Apple Tart]","[Cherry Soda, Apple Danish, Orange Juice, Hot Coffee, Blueberry Tart]"
484,"[Apple Croissant, Cherry Soda, Apple Danish, Apple Tart]",[]
485,"[Orange Juice, Blueberry Tart, Apricot Danish, Cheese Croissant]","[Opera Cake, Cherry Tart, Hot Coffee, Apricot Croissant]"
486,[Vanilla Meringue],[]
489,"[Almond Twist, Apricot Danish, Raspberry Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Apple Pie, Hot Coffee, Coffee Eclair, Opera Cake, Cherry Tart]"
491,"[Cherry Tart, Vanilla Meringue, Opera Cake, Apricot Danish]",[]
498,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
500,"[Cherry Tart, Vanilla Meringue, Vanilla Frappuccino, Lemon Cake, Opera Cake, Pecan Tart, Apricot Croissant]","[Apricot Danish, Lemon Tart, Hot Coffee, Blueberry Tart, Walnut Cookie, Chocolate Tart]"
502,"[Raspberry Cookie, Green Tea, Lemon Lemonade, Raspberry Lemonade, Lemon Cookie]",[]
503,"[Truffle Cake, Gongolais Cookie]",[]
504,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
505,"[Strawberry Cake, Chocolate Croissant, Napoleon Cake]",[]
507,"[Strawberry Cake, Apricot Danish, Hot Coffee, Chocolate Tart, Cheese Croissant]","[Orange Juice, Napoleon Cake, Walnut Cookie, Vanilla Frappuccino, Apple Pie, Apricot Croissant, Coffee Eclair, Almond Twist, Blueberry Tart, Opera Cake, Cherry Tart]"
511,"[Orange Juice, Tuile Cookie, Casino Cake, Apricot Tart, Cheese Croissant, Chocolate Meringue]","[Marzipan Cookie, Chocolate Coffee, Chocolate Cake]"
523,"[Lemon Cake, Pecan Tart, Blueberry Danish, Apple Pie, Chocolate Cake, Marzipan Cookie]","[Chocolate Coffee, Casino Cake, Lemon Tart, Tuile Cookie, Almond Twist, Hot Coffee, Coffee Eclair]"
531,"[Blueberry Tart, Hot Coffee, Apricot Croissant, Apple Danish, Apple Tart]","[Cherry Soda, Apple Croissant, Apple Pie, Coffee Eclair, Almond Twist]"
537,"[Almond Twist, Blueberry Tart, Vanilla Frappuccino, Strawberry Cake, Lemon Cookie]","[Apple Pie, Hot Coffee, Coffee Eclair, Napoleon Cake, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade, Apricot Croissant, Walnut Cookie, Chocolate Tart]"
538,"[Cherry Tart, Opera Cake, Apricot Danish, Pecan Tart, Chocolate Eclair]",[]
542,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
544,"[Coffee Eclair, Berry Tart, Raspberry Lemonade, Cheese Croissant]","[Orange Juice, Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Bottled Water, Apple Pie, Blackberry Tart, Almond Twist]"
545,"[Apple Croissant, Casino Cake, Chocolate Coffee, Chocolate Cake]","[Cherry Soda, Apple Tart, Apple Danish]"
547,"[Blueberry Tart, Hot Coffee, Apricot Croissant]","[Apple Pie, Coffee Eclair, Almond Twist]"
552,[Cheese Croissant],[Orange Juice]
553,"[Vanilla Meringue, Chocolate Tart, Casino Cake]","[Walnut Cookie, Vanilla Frappuccino, Chocolate Coffee, Chocolate Cake]"
554,"[Walnut Cookie, Hot Coffee, Green Tea, Apple Pie]","[Almond Twist, Coffee Eclair, Chocolate Tart, Vanilla Frappuccino, Apricot Croissant, Blueberry Tart, Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade]"
559,"[Strawberry Cake, Napoleon Cake, Blueberry Danish, Chocolate Cake]","[Chocolate Coffee, Casino Cake]"
560,"[Walnut Cookie, Hot Coffee, Berry Tart, Napoleon Cake, Casino Cake, Marzipan Cookie]","[Chocolate Tart, Vanilla Frappuccino, Strawberry Cake, Tuile Cookie, Chocolate Coffee, Chocolate Cake, Apple Pie, Apricot Croissant, Coffee Eclair, Almond Twist, Blueberry Tart, Bottled Water]"
563,"[Vanilla Frappuccino, Almond Bear Claw, Apple Croissant, Raspberry Cookie, Chocolate Eclair, Marzipan Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Cherry Soda, Apple Tart, Apple Danish, Tuile Cookie, Walnut Cookie, Chocolate Tart]"
564,"[Blueberry Tart, Bottled Water, Strawberry Cake, Cherry Soda, Cheese Croissant, Marzipan Cookie]","[Berry Tart, Orange Juice, Tuile Cookie, Apple Croissant, Apple Tart, Apple Danish, Napoleon Cake, Hot Coffee, Apricot Croissant]"
568,"[Almond Twist, Cherry Tart]","[Opera Cake, Apricot Danish, Apple Pie, Hot Coffee, Coffee Eclair]"
570,"[Coffee Eclair, Almond Twist, Hot Coffee, Apple Pie]","[Apricot Croissant, Blueberry Tart, Blackberry Tart]"
579,"[Orange Juice, Strawberry Cake, Berry Tart, Napoleon Cake]","[Cheese Croissant, Bottled Water]"
582,"[Almond Bear Claw, Apricot Danish, Cheese Croissant, Lemon Tart]","[Lemon Cake, Orange Juice, Opera Cake, Cherry Tart]"
583,"[Orange Juice, Cheese Croissant]",[]
586,"[Tuile Cookie, Strawberry Cake, Marzipan Cookie]",[Napoleon Cake]
590,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
594,"[Lemon Cake, Almond Bear Claw, Lemon Tart]",[]
598,"[Lemon Cake, Hot Coffee, Green Tea]","[Lemon Tart, Apple Pie, Apricot Croissant, Coffee Eclair, Almond Twist, Blueberry Tart, Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade]"
607,"[Almond Tart, Almond Bear Claw, Apricot Danish, Apple Tart]","[Apple Danish, Cherry Soda, Apple Croissant, Opera Cake, Cherry Tart]"
609,"[Gongolais Cookie, Opera Cake, Single Espresso, Cherry Soda, Apple Tart]","[Truffle Cake, Apple Croissant, Apple Danish, Apricot Danish, Cherry Tart, Blackberry Tart, Coffee Eclair]"
610,"[Almond Croissant, Apple Pie]","[Almond Twist, Hot Coffee, Coffee Eclair]"
614,"[Truffle Cake, Gongolais Cookie, Berry Tart]",[Bottled Water]
615,"[Cherry Tart, Strawberry Cake, Napoleon Cake, Apricot Tart]","[Opera Cake, Apricot Danish]"
619,"[Cherry Tart, Ganache Cookie, Hot Coffee]","[Opera Cake, Apricot Danish, Apple Pie, Apricot Croissant, Coffee Eclair, Almond Twist, Blueberry Tart]"
620,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
634,"[Cherry Tart, Orange Juice, Raspberry Cookie]","[Green Tea, Raspberry Lemonade, Lemon Cookie, Lemon Lemonade, Opera Cake, Apricot Danish, Cheese Croissant]"
641,"[Bottled Water, Truffle Cake, Pecan Tart, Casino Cake, Raspberry Lemonade, Chocolate Coffee, Apple Pie]","[Chocolate Cake, Gongolais Cookie, Berry Tart, Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Almond Twist, Hot Coffee, Coffee Eclair]"
644,"[Blueberry Tart, Vanilla Eclair, Lemon Lemonade]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Hot Coffee, Apricot Croissant]"
646,"[Blueberry Tart, Bottled Water, Berry Tart, Marzipan Cookie]","[Tuile Cookie, Hot Coffee, Apricot Croissant]"
647,"[Blueberry Tart, Lemon Cake, Hot Coffee, Apricot Croissant]","[Lemon Tart, Apple Pie, Coffee Eclair, Almond Twist]"
650,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
659,"[Cherry Tart, Bottled Water, Almond Croissant, Apricot Danish, Chocolate Tart, Apricot Tart, Lemon Cookie]","[Berry Tart, Opera Cake, Walnut Cookie, Vanilla Frappuccino, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
666,"[Almond Tart, Berry Tart, Chocolate Eclair]",[Bottled Water]
675,"[Coffee Eclair, Almond Bear Claw, Blackberry Tart, Chocolate Tart]","[Single Espresso, Walnut Cookie, Vanilla Frappuccino, Apple Pie, Almond Twist]"
676,"[Cherry Tart, Apricot Danish]",[Opera Cake]
677,"[Bottled Water, Vanilla Frappuccino, Chocolate Tart]","[Walnut Cookie, Berry Tart]"
692,"[Orange Juice, Cheese Croissant]",[]
695,"[Vanilla Frappuccino, Tuile Cookie, Lemon Cake, Raspberry Lemonade]","[Lemon Tart, Marzipan Cookie, Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade, Walnut Cookie, Chocolate Tart]"
698,[Bottled Water],[Berry Tart]
709,"[Cherry Tart, Apricot Danish, Chocolate Eclair]",[Opera Cake]
721,"[Lemon Cake, Lemon Tart]",[]
729,"[Truffle Cake, Gongolais Cookie]",[]
732,"[Apple Croissant, Cherry Soda, Apple Danish, Apple Tart]",[]
733,"[Coffee Eclair, Bottled Water, Apricot Danish, Berry Tart]","[Opera Cake, Cherry Tart, Apple Pie, Blackberry Tart, Almond Twist]"
739,"[Casino Cake, Chocolate Coffee, Chocolate Cake]",[]
742,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
746,"[Casino Cake, Chocolate Coffee, Chocolate Cake]",[]
754,"[Vanilla Frappuccino, Walnut Cookie, Blackberry Tart, Chocolate Tart]","[Single Espresso, Coffee Eclair]"
761,"[Raspberry Cookie, Lemon Lemonade, Raspberry Lemonade, Lemon Cookie]",[Green Tea]
764,"[Orange Juice, Tuile Cookie, Truffle Cake, Cherry Soda]","[Gongolais Cookie, Apple Croissant, Apple Tart, Apple Danish, Marzipan Cookie, Cheese Croissant]"
766,"[Strawberry Cake, Napoleon Cake, Lemon Cookie]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
775,[Apple Danish],"[Apple Tart, Cherry Soda, Apple Croissant]"
776,"[Cherry Tart, Tuile Cookie, Truffle Cake, Lemon Lemonade]","[Gongolais Cookie, Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Cookie, Opera Cake, Apricot Danish, Marzipan Cookie]"
780,"[Blueberry Tart, Vanilla Frappuccino, Gongolais Cookie, Pecan Tart]","[Truffle Cake, Hot Coffee, Apricot Croissant, Walnut Cookie, Chocolate Tart]"
800,"[Bottled Water, Truffle Cake, Berry Tart]",[Gongolais Cookie]
819,"[Vanilla Meringue, Truffle Cake, Gongolais Cookie, Berry Tart]",[Bottled Water]
823,"[Tuile Cookie, Chocolate Eclair, Marzipan Cookie]",[]
826,"[Tuile Cookie, Marzipan Cookie]",[]
829,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
834,"[Cherry Tart, Apricot Danish, Apricot Croissant, Chocolate Coffee]","[Chocolate Cake, Casino Cake, Opera Cake, Hot Coffee, Blueberry Tart]"
836,"[Almond Twist, Strawberry Cake, Pecan Tart, Chocolate Tart]","[Apple Pie, Hot Coffee, Coffee Eclair, Napoleon Cake, Walnut Cookie, Vanilla Frappuccino]"
838,"[Blueberry Tart, Chocolate Eclair]","[Hot Coffee, Apricot Croissant]"
839,"[Pecan Tart, Casino Cake, Chocolate Eclair, Lemon Tart]","[Lemon Cake, Chocolate Coffee, Chocolate Cake]"
840,"[Orange Juice, Cheese Croissant]",[]
843,"[Vanilla Frappuccino, Walnut Cookie, Chocolate Tart]",[]
845,"[Hot Coffee, Pecan Tart, Green Tea, Blueberry Danish, Marzipan Cookie]","[Tuile Cookie, Apple Pie, Apricot Croissant, Coffee Eclair, Almond Twist, Blueberry Tart, Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade]"
846,"[Bottled Water, Berry Tart, Green Tea]","[Raspberry Lemonade, Lemon Cookie, Raspberry Cookie, Lemon Lemonade]"
849,"[Lemon Cake, Lemon Tart]",[]
850,"[Cherry Tart, Opera Cake, Apricot Danish, Lemon Cookie]","[Green Tea, Raspberry Cookie, Raspberry Lemonade, Lemon Lemonade]"
854,"[Vanilla Meringue, Lemon Cake, Raspberry Lemonade]","[Lemon Tart, Green Tea, Raspberry Cookie, Lemon Cookie, Lemon Lemonade]"
862,"[Berry Tart, Raspberry Cookie, Lemon Cookie]","[Green Tea, Raspberry Lemonade, Lemon Lemonade, Bottled Water]"
867,"[Tuile Cookie, Apple Tart]","[Apple Danish, Cherry Soda, Apple Croissant, Marzipan Cookie]"
868,[Single Espresso],"[Blackberry Tart, Coffee Eclair]"
870,[Apricot Danish],"[Opera Cake, Cherry Tart]"
871,"[Apricot Danish, Berry Tart, Apricot Tart]","[Bottled Water, Opera Cake, Cherry Tart]"
880,"[Berry Tart, Casino Cake]","[Chocolate Coffee, Chocolate Cake, Bottled Water]"
881,"[Tuile Cookie, Apple Croissant, Marzipan Cookie]","[Cherry Soda, Apple Tart, Apple Danish]"
884,"[Cherry Tart, Opera Cake, Apricot Danish]",[]
886,"[Lemon Cake, Chocolate Croissant, Berry Tart, Lemon Tart]",[Bottled Water]
891,"[Blueberry Tart, Hot Coffee, Apricot Croissant, Cherry Soda, Chocolate Meringue]","[Apple Croissant, Apple Tart, Apple Danish, Apple Pie, Coffee Eclair, Almond Twist]"
900,"[Strawberry Cake, Napoleon Cake]",[]
903,"[Vanilla Frappuccino, Walnut Cookie, Apricot Danish, Raspberry Lemonade, Lemon Cookie]","[Chocolate Tart, Green Tea, Raspberry Cookie, Lemon Lemonade, Opera Cake, Cherry Tart]"
904,"[Truffle Cake, Blackberry Tart, Vanilla Eclair, Lemon Tart]","[Lemon Cake, Gongolais Cookie, Single Espresso, Coffee Eclair]"
919,"[Lemon Cake, Lemon Tart]",[]
920,"[Bottled Water, Vanilla Frappuccino, Gongolais Cookie, Napoleon Cake, Apricot Croissant, Apple Pie]","[Truffle Cake, Berry Tart, Strawberry Cake, Hot Coffee, Blueberry Tart, Almond Twist, Coffee Eclair, Walnut Cookie, Chocolate Tart]"
923,"[Tuile Cookie, Apricot Croissant, Marzipan Cookie]","[Hot Coffee, Blueberry Tart]"
925,"[Blueberry Tart, Chocolate Eclair, Apricot Croissant]",[Hot Coffee]
929,"[Orange Juice, Strawberry Cake]","[Napoleon Cake, Cheese Croissant]"
